start_date	gating_id
2010-07-27T04:07:47+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-07-27T10:01:58+00:00	0de1de63-8bc5-482b-9a84-6bb94bdbea4c
2010-07-28T03:23:28+00:00	466f8637-b987-42b5-b9cb-e17d0f72d8e2
2010-07-28T05:02:30+00:00	8526e946-be23-4536-8eaf-e9f99da2f50e
2010-07-28T19:54:11+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-07-28T21:00:36+00:00	2210a1a7-946a-4d04-87a9-7e5a0a6c35f1
2010-07-29T17:02:04+00:00	6217161f-bf0d-4daf-88da-8172634d2cbb
2010-07-30T05:02:08+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-07-30T09:02:15+00:00	ebe1a1ae-2279-4beb-9442-309250f6c12a
2010-07-30T19:34:36+00:00	2210a1a7-946a-4d04-87a9-7e5a0a6c35f1
2010-07-31T03:00:51+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-07-31T22:01:23+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-01T03:01:18+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-01T14:01:46+00:00	347af118-c25d-4a51-9c77-24b8cda2b413
2010-08-01T16:01:48+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-01T19:17:01+00:00	347af118-c25d-4a51-9c77-24b8cda2b413
2010-08-02T00:06:02+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-02T01:00:03+00:00	347af118-c25d-4a51-9c77-24b8cda2b413
2010-08-02T08:01:51+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-02T09:01:52+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-02T12:01:57+00:00	8526e946-be23-4536-8eaf-e9f99da2f50e
2010-08-02T15:02:56+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-02T16:03:06+00:00	0de1de63-8bc5-482b-9a84-6bb94bdbea4c
2010-08-02T17:03:00+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-03T18:57:34+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-04T03:01:34+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-04T16:00:45+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-04T17:01:37+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-04T18:01:39+00:00	0de1de63-8bc5-482b-9a84-6bb94bdbea4c
2010-08-04T19:01:43+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-05T09:00:57+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-05T10:01:00+00:00	480b711d-7462-4e29-8cea-13e705771674
2010-08-05T14:02:00+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-05T15:02:03+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-05T18:42:06+00:00	8526e946-be23-4536-8eaf-e9f99da2f50e
2010-08-06T00:06:16+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-06T13:00:50+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-06T18:01:49+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-06T20:01:55+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-06T22:02:00+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-08T18:23:08+00:00	466f8637-b987-42b5-b9cb-e17d0f72d8e2
2010-08-09T03:01:12+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-09T05:02:06+00:00	480b711d-7462-4e29-8cea-13e705771674
2010-08-09T09:02:12+00:00	dcc1c08f-a0e5-4706-ba34-2e3d75b1bf3d
2010-08-09T11:00:10+00:00	480b711d-7462-4e29-8cea-13e705771674
2010-08-09T12:00:12+00:00	701c9388-8c59-4728-9dd2-d9ff35d853f8
2010-08-09T13:00:14+00:00	480b711d-7462-4e29-8cea-13e705771674
2010-08-09T18:01:18+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-09T19:01:19+00:00	0de1de63-8bc5-482b-9a84-6bb94bdbea4c
2010-08-09T20:01:22+00:00	ebe1a1ae-2279-4beb-9442-309250f6c12a
2010-08-09T21:13:24+00:00	480b711d-7462-4e29-8cea-13e705771674
2010-08-11T18:00:52+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-11T19:00:29+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-11T22:02:24+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-12T00:04:28+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-12T01:01:29+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-12T05:01:33+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-12T07:01:37+00:00	701c9388-8c59-4728-9dd2-d9ff35d853f8
2010-08-12T12:01:42+00:00	0de1de63-8bc5-482b-9a84-6bb94bdbea4c
2010-08-12T16:20:12+00:00	701c9388-8c59-4728-9dd2-d9ff35d853f8
2010-08-12T17:33:43+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-12T19:02:16+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-12T23:00:13+00:00	466f8637-b987-42b5-b9cb-e17d0f72d8e2
2010-08-13T03:01:08+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-13T04:01:17+00:00	466f8637-b987-42b5-b9cb-e17d0f72d8e2
2010-08-13T09:01:21+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-13T11:02:22+00:00	466f8637-b987-42b5-b9cb-e17d0f72d8e2
2010-08-13T12:02:23+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-13T16:00:26+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-13T17:00:28+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-13T18:00:29+00:00	466f8637-b987-42b5-b9cb-e17d0f72d8e2
2010-08-13T19:00:30+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-13T20:00:31+00:00	466f8637-b987-42b5-b9cb-e17d0f72d8e2
2010-08-14T01:01:07+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-15T19:00:05+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-15T21:00:07+00:00	0de1de63-8bc5-482b-9a84-6bb94bdbea4c
2010-08-16T03:01:42+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-16T09:00:31+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-17T04:01:04+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
2010-08-17T06:01:06+00:00	0de1de63-8bc5-482b-9a84-6bb94bdbea4c
2010-08-17T19:30:27+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-18T06:01:14+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-18T20:01:12+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-18T21:01:15+00:00	c5fba4b7-9d0e-49f5-b83b-8c4989e2d74e
2010-08-18T23:01:21+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-21T04:00:55+00:00	0de1de63-8bc5-482b-9a84-6bb94bdbea4c
2010-08-21T07:12:06+00:00	24e04bb5-6bc3-40f3-ba52-5f6e55a71041
2010-08-22T20:02:33+00:00	466f8637-b987-42b5-b9cb-e17d0f72d8e2
2010-08-23T10:02:42+00:00	e846e0e4-aca6-44a0-a167-bba353322dc5
